Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
505.59,Acer Spin 3 SP314-51-58JC,Intel Core i5-8250U,572,8 GB,128GB SSD,"14"" Táctil Reacondicionado",
469.0,Acer Spin 3 SP314-52-36YC,Intel Core i3-8145U,912,4 GB,1TB + 16GB Intel Optane,"14"" Táctil",
699.0,Acer Swift 3 SF314-57,Intel Core i5-1035G1,396,8 Gb,256GB SSD,"14""",
999.0,Acer Swift 5 SF514-52T-54QZ,Intel Core i5-8250U,572,8 GB,256GB SSD,"14"" Táctil",
549.0,Acer TravelMate P2410-G2,Intel Core i5-8250U,572,4 GB,500GB,"14""",
853.59,Acer TravelMate X3 X3410-MG-59Z5,Intel Core i5-8250U,572,8 GB,256 SSD,"14""",MX130
1429.0,Apple MacBook Air,Intel Core i5 1.6GHz,"[[1090, 'Intel Core i5-4210H'], [1174, 'Intel Core i5-760']]",8 GB,256GB SSD,"13.3"" Retina Plata",
1089.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"13.3"" Gris Espacial",
1089.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"13.3"" Oro",
996.49,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"13.3"" Oro Reacondicionado",
1089.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"13.3"" Plata",
1499.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,512GB SSD,"13.3"" Gris Espacial",
1499.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,512GB SSD,"13.3"" Oro",
1499.0,Apple MacBook Air,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,512GB SSD,"13.3"" Plata",
1184.19,Apple MacBook Pro,Intel Core i5 1.4GHz,"[[350, 'Intel Core i5-9400H'], [348, 'Intel Core i5-8400H']]",8 GB,128GB SSD,"13.3"" Gris Espacial Reacondicionado",
1490.09,Apple MacBook Pro,Intel Core i5 1.4GHz,"[[350, 'Intel Core i5-9400H'], [348, 'Intel Core i5-8400H']]",8 GB,256GB SSD,"13.3"" Plata Reacondicionado",
1748.99,Apple MacBook Pro,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB SSD,"13"" Gris Espacial",
1449.0,Apple MacBook Pro,Intel Core i5,"[[950, 'Intel Core i7-975'], [997, 'Intel Core i7-965']]",8 GB,256GB,"13"" Plateado",
1998.99,Apple MacBook Pro,Intel Core i7 2.6GHz,"[[674, 'Intel Core i7-2600'], [368, 'Intel Core i7-8706G']]",16 GB,256GB SSD,"15.4"" Plata",Radeon Pro 555X
2829.0,Apple MacBook Pro,Intel Core i9 2.3GHz,"[[376, 'Intel Core i5-9300H'], [1078, 'Intel Core i7-930']]",16 GB,512GB SSD,"15.4"" Gris Espacial",Radeon Pro 560X
2219.74,Apple Macbook Pro,Intel Core i7,"[[480, 'Intel Core i7-980'], [950, 'Intel Core i7-975']]",16 GB,512GB SSD,"16"" Gris Espacial Reacondicionado",Radeon Pro 5300M
2219.74,Apple Macbook Pro,Intel Core i7,"[[480, 'Intel Core i7-980'], [950, 'Intel Core i7-975']]",16 GB,512GB SSD,"16"" Plata Reacondicionado",Radeon Pro 5300M
2669.99,Apple Macbook Pro,Intel Core i9,"[[480, 'Intel Core i7-980'], [950, 'Intel Core i7-975']]",16 GB,1TB SSD,"16"" Gris Espacial Reacondicionado",Radeon Pro 5500M
2669.99,Apple Macbook Pro,Intel Core i9,"[[480, 'Intel Core i7-980'], [950, 'Intel Core i7-975']]",16 GB,1TB SSD,"16"" Plata Reacondicionado",Radeon Pro 5500M
2799.0,Apple MacBook Pro Touch Bar,Intel Core i7,"[[480, 'Intel Core i7-980'], [950, 'Intel Core i7-975']]",16 GB,512GB,"15"" Plateado",
403.94,Aspire 3 A315-41-R3DQ,AMD Ryzen 5 2500U,523,8 GB,1TB,"15.6"" (PT) Reacondicionado",
632.6,Asus A540UA-GQ1483T,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
441.59,Asus A543UA-GQ1693,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",
409.64,Asus A543UA-GQ1693,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6"" Reacondicionado",
334.29,Asus F543BA-GQ739T,AMD A9-9425,1505,8 GB,256GB SSD,"15.6"" Reacondicionado",
3199.0,Asus G703GXR-EV052T,Intel Core i7-9750H,229,32 GB,1.5TB SSD,"17.3""",RTX 2080
1599.0,Asus GL704GM-EV009,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3""",GTX1060
1748.99,Asus GL704GV-EV016,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",RTX2060
2398.99,Asus GL704GW-EV022T,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",RTX2070
499.0,Asus K540LA-XX1341T,Intel Core i3-5005U,1308,8 GB,1TB+128GB SSD,"15.6""",
499.0,Asus K540LA-XX1453T,Intel Core i3-5005U,1308,8 GB,256GB SSD,"15.6""",
898.99,Asus K540UA-GQ676T,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
799.0,Asus K540UB-GQ850T,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",MX110
609.94,Asus K540UB-GQ850T,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6"" Reacondicionado",MX110
279.0,Asus K543BA-GQ749,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
268.24,Asus K543BA-GQ749,AMD A9-9425,1505,8 GB,256GB SSD,"15.6"" Reacondicionado",
326.94,Asus K543UA-GQ2534,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
448.99,Asus K543UA-GQ2534T,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
431.79,Asus K543UA-GQ2534T,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
369.0,Asus K543UA-GQ2698,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6""",
329.0,Asus K543UA-GQ3040,Intel Core i3-6006,"[[1245, 'Intel Core i3-6006U'], [790, 'Intel Core i3-6300']]",8 GB,256GB SSD,"15.6""",
316.34,Asus K543UA-GQ3040,Intel Core i3-6006,"[[1245, 'Intel Core i3-6006U'], [790, 'Intel Core i3-6300']]",8 GB,256GB SSD,"15.6"" Reacondicionado",
484.69,Asus K555QG-XO176T,AMD A10-9620,"[[1137, 'AMD A10-9620P'], [1284, 'AMD A10-9600P']]",8 GB,1TB,"15.6"" Reacondicionado",R5 M430
238.09,Asus M509BA-BR064,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,256GB SSD,"15.6"" Reacondicionado",
312.59,Asus M509BA-BR065,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",8 GB,256GB SSD,"15.6""",
289.99,Asus M509BA-BR065,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",8 GB,256GB SSD,"15.6"" Reacondicionado",
371.59,Asus M509DA-BR151,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6""",
438.81,Asus M509DA-BR260,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"15.6""",
202.34,Asus R540MA-GQ757,Intel Celeron N4000,1531,4 GB,256GB SSD,"15.6"" Reacondicionado",
849.0,Asus R560UD-EJ393,Intel Core i7-8550U,590,16 GB,1TB+256 SSD,"15.6""",GTX 1050
649.0,Asus R570ZD-DM266,AMD Ryzen 5 2500U,523,8 GB,256GB SSD,"15.6""",GTX 1050
1998.99,Asus Rog G703GI-E5070T,Intel Core i7-8750H,274,32 GB,1TB+512GB SSD,"17.3""",GTX1080
1199.0,Asus Rog Strix G531GT-BQ012,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX1650
883.19,Asus Rog Strix G531GT-BQ012,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX1650
1249.0,Asus Rog Strix G531GT-BQ021T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX1650
1098.99,Asus Rog Strix G531GT-BQ133,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX1650
1479.0,Asus Rog Strix G531GU-AL008T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX1660Ti
974.54,Asus Rog Strix G531GU-AL018,Intel Core i7-9750H,229,16 GB,256GB SSD,"15.6"" Reacondicionado",GTX1660Ti
1799.0,Asus Rog Strix G531GV-AL019T,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2060
1799.0,Asus Rog Strix G531GV-AL023T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",RTX2060
1317.19,Asus Rog Strix G531GV-AL023T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX2060
1599.0,Asus Rog Strix G531GV-AL172,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",RTX2060
1420.09,Asus Rog Strix G531GW-AL023T,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX2070
1311.34,Asus Rog Strix G531GW-AL137,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX2070
1399.0,Asus Rog Strix G731GT-AU006T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3""",GTX1650
1122.29,Asus Rog Strix G731GT-AU011T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",GTX1650
1599.0,Asus Rog Strix G731GU-EV038T,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3""",GTX1660Ti
1059.64,Asus Rog Strix G731GU-H7154,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",GTX1660Ti
1140.34,Asus Rog Strix G731GU-H7154T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",GTX1660Ti
1699.0,Asus Rog Strix G731GV-EV132T,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",RTX2060
1682.84,Asus Rog Strix G731GW-EV022T,Intel Core i7-9750H,229,16 GB,1TBSSD,"17.3"" Reacondicionado",RTX2070
1678.99,Asus Rog Strix G731GW-EV178,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX 2070
2099.0,Asus Rog Strix SCAR III G531GW-AZ224T,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2070
1559.79,Asus Rog Strix SCAR III G531GW-AZ224T,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX2070
1786.14,Asus Rog Strix SCAR III G531GW-AZ271T,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",RTX2070
1485.59,Asus Rog Strix Scar III G731GW-EV061,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX2070
2099.0,Asus Rog Strix SCAR III G731GW-EV128T,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3""",RTX2070
1813.24,Asus Rog Strix SCAR III G731GW-EV128T,Intel Core i7-9750H,229,16 GB,1TB SSD,"17.3"" Reacondicionado",RTX2070
1299.0,Asus Rog Zephyrus G GA502DU-AL064,AMD Ryzen 7 3750H,351,16 GB,512GB SSD,"15.6""",GTX 1660Ti
1499.0,Asus ROG Zephyrus G14 GA401IV-HE022,AMD Ryzen 7 4800HS,93,16 GB,512GB SSD,"14""",RTX 2060
1799.0,Asus Rog Zephyrus M GU502GU-ES003,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX1660Ti
2549.0,Asus Rog Zephyrus S GX502GW-AZ064T,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",RTX2070
2178.49,Asus Rog Zephyrus S GX502GW-AZ064T,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",RTX2070
2599.0,Asus Rog Zephyrus S GX502GW-ES006T,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",RTX2070
2258.59,Asus Rog Zephyrus S GX701GWR-H6063T,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3"" Reacondicionado",RTX2070
3299.0,Asus Rog Zephyrus S GX701GXR-EV007T,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX2080
2980.64,Asus Rog Zephyrus S GX701GXR-EV007T,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX2080
2999.0,Asus Rog Zephyrus S GX701GXR-HG125T,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX2080
2643.94,Asus Rog Zephyrus S GX701GXR-HG125T,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3"" Reacondicionado",RTX2080
799.0,Asus TUF Gaming FX504GD-DM194,Intel Core  i5-8300H,"[[414, 'Intel Core i5-8300H'], [376, 'Intel Core i5-9300H']]",8 GB,1TB,"15.6""",GTX1050
898.99,Asus TUF Gaming FX504GD-DM883,Intel Core i7-8750H,274,8 GB,1TB,"15.6""",GTX1050
1098.99,Asus TUF Gaming FX504GD-EN561,Intel Core i7-8750H,274,16 GB,1TB+128GB SSD,"15.6""",GTX1050
818.59,Asus TUF Gaming FX505GD-BQ103,Intel Core i7-8750H,274,8 GB,256GB SSD,"15.6""",GTX 1050
1098.99,Asus TUF Gaming FX505GD-BQ326T,Intel Core i7-8750H,274,8 GB,1TB,"15.6""",GTX 1050
1098.99,Asus TUF Gaming FX505GE-BQ166,Intel Core i7-8750H,274,8 GB,1TB+256SSD,"15.6""",GTX 1050Ti
917.64,Asus TUF Gaming FX505GM-BQ252,Intel Core i7-8750H,274,16 GB,256GB SSD,"15.6"" Reacondicionado",GTX 1060
1199.0,Asus TUF Gaming FX505GT-BQ024,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX 1650
899.99,Asus TUF Gaming FX505GT-BQ025,Intel Core i5-9300H,376,16 GB,1TB+256GB SSD,"15.6""",GTX 1650
758.59,Asus TUF Gaming FX505GT-BQ025,Intel Core i5-9300H,376,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1650
999.0,Asus TUF Gaming FX505GT-BQ028,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1650
950.29,Asus TUF Gaming FX505GT-BQ028,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
883.59,Asus TUF Gaming FX705DY-AU017,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"17.3""",Radeon R560X
1199.0,ASUS TUF Gaming FX705GD-EW106,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"17.3""",GTX1050
1506.58,ASUS TUF Gaming FX705GM-EV148T,Intel Core i7-8750H,274,16 GB,512GB SSD,"17.3""",GTX 1060
1089.0,Asus UX533FD-A8047,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",GTX1050
1248.42,Asus UX533FD-A8067T,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",GTX1050
589.21,Asus VivoBook 14 S412FA-EB025T,Intel Core i3-8145U,912,8 GB,256GB SSD,"14""",
614.65,Asus Vivobook 15 F512DA-R7BVXSS1,AMD Ryzen 7-3700U,"[[436, 'AMD Ryzen 7 3700U'], [164, 'AMD Ryzen 7 4700U']]",12 GB,512GB SSD,"15,6'' (PT) Reacondicionado",
375.6,Asus VivoBook 15 M509DA-BR241,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6""",
289.0,Asus VivoBook 15 X505BA-BR255,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
271.19,Asus VivoBook 15 X505BA-BR255,AMD A9-9425,1505,8 GB,256GB SSD,"15.6"" Reacondicionado",
309.0,Asus VivoBook 15 X510QA-BR010,AMD A12-9720P,1147,8 GB,256GB SSD,"15.6""",
290.79,Asus VivoBook 15 X510QA-BR010,AMD A12-9720P,1147,8 GB,256GB SSD,"15.6"" Reacondicionado",
280.59,Asus VivoBook A540BA-GQ273,AMD A6-9225,1557,4 GB,256GB SSD,"15.6""",
299.0,Asus VivoBook D509DA-BR128,AMD Ryzen 3 3200U,857,4 GB,128GB SSD,"15.6""",
549.0,Asus VivoBook D509DA-EJ098,AMD Ryzen 7 3700U,436,8 GB,512GB SSD,"15.6""",
479.89,Asus VivoBook D509DA-EJ098,AMD Ryzen 7 3700U,436,8 GB,512GB SSD,"15.6"" Reacondicionado",
285.0,Asus VivoBook Flip 12 TP202NA-EH008TS,Intel Celeron N3350,1663,4 GB,64GB eMMC,"11.6"" Táctil",
794.8,Asus VivoBook Flip TP412FA-EC280T,Intel Core i7-8565U,508,8 GB,256GB SSD,"14"" Táctil",
549.0,Asus VivoBook Flip TP412UA-EC175T,Intel Core i3-7020U,1167,4 GB,128GB SSD,"14"" Táctil",
846.59,Asus VivoBook S14 S412FA-EB229T,Intel Core i7-8565U,508,8 GB,256GB SSD,"14""",
898.99,Asus VivoBook S14 S431FL-EB184,Intel Core i7-10510U,438,16 GB,512GB SSD,"14""",MX250
789.59,Asus VivoBook S14 S431FL-EB184,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",MX250
799.0,Asus VivoBook S406UA-BV121T,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
540.04,Asus VivoBook S412UA-EB108T,Intel Core i3-7020U,1167,4 GB,256GB SSD,"14""",
799.0,Asus VivoBook S430FN-EB136T,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",MX150
572.04,Asus VivoBook S430FN-EB136T,Intel Core i5-8265U,548,8 GB,256GB SSD,"14"" Reacondicionado",MX150
425.0,Asus VivoBook S512DA-BR658T,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6""",
749.0,Asus VivoBook S512FA-BR066T,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
839.0,Asus VivoBook S512FA-EJ1088T,Intel Core i7-8565U,508,8 GB,512GB SSD,"15.6""",
672.81,Asus VivoBook S512FJ-BQ076T,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",MX230
843.81,Asus VivoBook X712FB-BX308T,Intel Core i5-8265U,548,8 GB,256GB SSD,"17.3""",MX110
599.0,Asus X409FA-BV259T,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
313.6,Asus X507MA-BR265T,Intel Celeron N4000,1531,4 GB,256GB SSD,"15.6""",
324.0,Asus X507MA-BR366T,Intel Celeron N4000,1531,8 GB,256GB SSD,"15.6""",
551.59,Asus X509FA-BR062,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
642.59,Asus X509FA-BR350T,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
595.84,Asus X509FA-BR350T,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6"" Reacondicionado",
749.0,Asus X509FA-BR423T,Intel Core i7-8565U,508,8 GB,512GB SSD,"15.6""",
653.59,Asus X509FB-BR128T,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",MX110
584.56,Asus X509FB-BR228T,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",MX110
431.69,Asus X509JA-BR089T,Intel Core i3-1005G1,698,4 GB,256GB SSD,"15.6""",
447.66,Asus X509JA-BR112,Intel Core i3-1005G1,698,8 GB,256GB SSD,"15.6""",
454.6,Asus X509JA-BR112T,Intel Core i3-1005G1,698,8 GB,256GB SSD,"15.6""",
419.11,Asus X509JA-BR112T,Intel Core i3-1005G1,698,8 GB,256GB SSD,"15.6"" Reacondicionado",
666.59,Asus X509JA-BR130T,Intel Core i7-1065G7,312,8 GB,256 GB SSD,"15.6""",
691.59,Asus X509JA-BR131T,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6""",
329.0,Asus X540MA-GQ041T,Intel Celeron N4000,1531,4 GB,1TB,"15.6""",
319.0,Asus X543MA-GQ506T,Intel Celeron N4000,1531,4 GB,256GB SSD,"15.6""",
379.0,Asus X543MA-GQ507T,Intel Celeron N4000,1531,8 GB,256GB SSD,"15.6""",
699.0,Asus X543UB-GQ1025T,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",MX110
698.99,Asus X571GD-BQ352,Intel Core i5-8300H,414,16 GB,1TB+256GB SSD,"15.6""",GTX1050
898.99,Asus ZenBook 13 UX333FA-A3139R,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
999.0,Asus ZenBook 13 UX333FA-A3275T,Intel Core i5-8265U,548,8 GB,512GB SSD,"13.3""",
849.0,Asus ZenBook 13 UX333FA-A3278T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3""",
813.94,Asus ZenBook 13 UX333FA-A3278T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Reacondicionado",
549.0,Asus Zenbook 14 UM431DA-AM003,AMD Ryzen R5 3500U,"[[454, 'AMD Ryzen 5 3500U'], [227, 'AMD Ryzen 5 4500U']]",8 GB,512GB SSD,"14""",
814.19,Asus Zenbook 14 UX431FA-AM128,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",
1098.99,Asus Zenbook 14 UX431FL-AM049T,Intel Core i7-10510U,438,16 GB,512GB SSD,"14""",MX250
999.79,Asus Zenbook 14 UX431FL-AM049T,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Reacondicionado",MX250
1312.58,Asus ZenBook 14 UX433FN-A5021T,Intel Core i7-8565U,508,16 GB,512GB SSD," 14""",MX 150
1465.59,Asus ZenBook 14 UX480FD-BE012T,Intel Core i7-8565U,508,16 GB,512GB SSD," 14""",GTX 1050
1102.99,Asus ZenBook 14 UX480FD-BE012T,Intel Core i7-8565U,508,16 GB,512GB SSD," 14""  Reacondicionado",GTX 1050
1489.34,Asus ZenBook 15 UX534FTC-A8116T,Intel Core i7-10510U,438,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX1650
1320.99,Asus Zenbook Duo UX481FL-BM044T,Intel Core i7-10510U,438,16 GB,512GB SSD,"14"" Táctil Reacondicionado",MX250
1399.0,Asus ZenBook Flip S UX370UA-C4296T,Intel Core i7-8550U,590,16 GB,512GB SSD,"13.3"" Táctil",
1149.0,Asus ZenBook Flip UX362FA-EL076T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Táctil",
994.89,Asus ZenBook Flip UX362FA-EL076T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Táctil Reacondicionado",
1249.0,Asus ZenBook Flip UX362FA-EL206T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Táctil",
1599.0,Asus ZenBook Pro 15 UX580GD-BN033T ,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6""",GTX1050
1799.0,Asus ZenBook S13 UX392FN-AB006T,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.9""",MX150
749.0,Asus ZenBook UX410UA-GV036,Intel Core i7-7500U,937,8 GB,256GB SSD,"14""",
649.0,Asus ZenBook UX410UA-GV652,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
734.54,Asus Zenbook UX410UF-GV157,Intel Core i7-8550U,590,16 GB,1TB+256GB SSD,"14"" Reacondicionado",MX130
898.99,Asus ZenBook UX433FA(New)-A5243T,Intel Core i7-8565U,508,8 GB,256GB SSD,"14""",
1299.0,Asus ZenBook UX480FD-BE010T,Intel Core i7-8565U,508,16 GB,512GB SSD,"14""",GTX 1050
1168.89,Asus ZenBook UX480FD-BE010T,Intel Core i7-8565U,508,16 GB,512GB SSD,"14"" Reacondicionado",GTX 1050
1449.0,Asus ZenBook UX533FD-A8107T,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",GTX1050
176.59,Billow XNB100PROS,Intel Atom X5-Z8350,"[[1775, 'Intel Atom x5-Z8350'], [1670, 'Intel Atom x5-Z8550']]",2 GB,32GB,"14.1""",
537.94,Dell Inspiron 5584,Intel Core i5-8265U,548,8 GB,1TB,"15.6"" Reacondicionado",
880.59,Dell Inspiron 5584,Intel Core i7-8565U,508,8 GB,1TB+128GB SSD,"15.6""",MX130
680.19,Dell Inspiron 5584,Intel Core i7-8565U,508,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",MX130
574.04,Dell Inspiron 5593,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",
889.59,Dell Latitude 3500,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
855.59,Dell Latitude 5490,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
999.0,Dell Latitude 5490,Intel Core i7-8650U,510,8 GB,256GB SSD,"14""",
783.58,Dell Latitude 5580,Intel Core i5-7200U,991,8 GB,128GB SSD,"15.6""",
448.99,Dell Vostro 3568,Intel Core i3-7020U,1167,4 GB,1 TB,"15.6 """,
348.59,Dell Vostro 3568,Intel Core i3-7020U,1167,4 GB,1TB,"15.6""",
465.0,Dell Vostro 3568,Intel Core i5-7200U,991,4 GB,1TB,"15.6""",
703.59,Dell Vostro 3568,Intel Core i5-7200U,991,8 GB,256GB SSD,"15.6""",
586.58,Dell Vostro 3580,Intel Core i5-8265U,548,8 GB,1TB,"15.6""",
468.64,Dell Vostro 3580,Intel Core i5-8265U,548,8 GB,1TB,"15.6"" Reacondicionado",
720.59,Dell Vostro 3580,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
580.74,Dell Vostro 3580,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6"" Reacondicionado",
554.24,Dell Vostro 3581,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
448.99,Dell Vostro 3581,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
369.84,Dell Vostro 3581,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
739.0,Dell Vostro 5390,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
1031.6,Dell Vostro 5391,Intel Core i7-10510U,438,8 GB,256GB SSD,"13.3""",MX250
679.0,Dell Vostro 5481,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
771.59,Dell Vostro 5568,Intel Core i5-7200U,991,8 GB,256GB SSD,"15.6""",
659.0,Dell Vostro 5581,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
546.89,Dell Vostro 5581,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6"" Reacondicionado",
1709.39,Dell XPS 9570,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1050
2336.58,Dell XPS 9570,Intel Core i7-8750H,274,16 GB,512GB SSD,"15.6"" Táctil",GTX 1050Ti
534.59,Dynabook Satellite Pro L50-G-135,Intel Core i3-10110U,828,8 GB,256GB SSD,"15.6""",
890.6,Dynabook Tecra A40-E-15P,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
1106.59,Dynabook Tecra A40-E-15R,Intel Core i7-8550U,590,16 GB,512GB SSD,"14""",
1196.59,Dynabook Tecra X40-F-13Z,Intel Core i5-8265U,548,8 GB,512GB SSD,"14"" Táctil",
1678.09,Dynabook Toshiba Portégé X30-F-14W,Intel Core i7-8565U,508,32 GB,1TB SSD+32GB Intel Optane,"13.3"" Reacondicionado",
