Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
1799.0,Dynabook Tecra X40-F-140,Intel Core i7-8565U,508,16 GB,1TB SSD+32GB Intel Optane,"14"" Táctil",
2224.88,Gigabyte Aero 15-WA-7ES0250P,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX 2060
1699.0,Gigabyte Aorus 15-W9-7ES0252W,Intel Core i7-8750H,274,16 GB,512GB SSD+2TB,"15.6""",RTX2060
375.6,HP Notebook 15-DB0077NS,AMD A9-9425,1505,8 GB,1TB,"15.6"" Malva",
890.58,HP ProBook 640 G3,Intel Core i5-7200U,991,4 GB,500GB,"14""",
1137.0,Lenovo Ideapad 330-15ICH,Intel Core i7-8750H,274,8 GB,1TB,"15.6""",GTX 1050
963.54,Lenovo Ideapad 520S-14IKB,Intel Core i7-8550U,590,8 GB,256GB SSD,"14"" Dorado",
1065.0,Lenovo ideapad 720S-13IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Gris",
1743.59,Lenovo ThinkPad X390,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3""",
1413.21,Lenovo Yoga 730-13IWL,Intel Core i7-8565U,508,8 GB,512GB SSD,"13.3"" Táctil",
1709.0,Lenovo Yoga C930-13IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"13.9"" Táctil",
531.97,Medion Akoya S4401,Intel Core i3-8130U,904,8 GB,256GB,"14"" Táctil",
1969.0,MSI GE73VR 7RF-029ES Raider,Intel Core i7-7700HQ,479,16 GB,1TB+512SSD,"17.3""",GTX1060
3299.0,MSI WS75 9TL-609ES,Intel Core i7-9750,"[[229, 'Intel Core i7-9750H'], [950, 'Intel Core i7-975']]",32 GB,1TB SSD,"17.3""",RTX4000
1217.48,Toshiba Portégé Z20T-C-13Q,Intel Core M5-5Y57,"[[1338, 'Intel Core M-5Y71'], [1469, 'Intel Core M-5Y70']]",8 GB,256GB SSD,"12.5"" Táctil",
2990.12,Apple MacBook Pro,Intel Core i7 2.6GHz,"[[674, 'Intel Core i7-2600'], [368, 'Intel Core i7-8706G']]",16 GB,256GB SSD,"15.4"" Gris Espacial",Radeon Pro 555X
1649.0,Asus ExpertBook B9450FA-BM0306R,Intel Core i7-10510U,438,16 GB,1TB SSD,"14""",
1333.32,Asus ROG Strix G531GU-AL003T,Intel Core i7-9750H,229,8 GB,512GB SSD,"15.6""",GTX 1660Ti
2489.82,Asus Rog Strix G531GW-AL023T,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2070
1099.98,Asus ROG Zephyrus G GA502DU-AL025,AMD Ryzen 7 3750H,351,16 GB,512GB SSD,"15.6""",GTX 1660Ti
2398.99,Asus Rog Zephyrus GX701GX-EV007T,Intel Core i7-8750H,274,24 GB,512GB SSD,"17.3""",RTX2080
729.0,Asus VivoBook 14 S412UA-EB171T,Intel Core i7-8550U,590,8 GB,256GB SSD,"14""",
1499.0,Asus ZenBook UX434FLC-A5299R,Intel Core i7 10510U,"[[438, 'Intel Core i7-10510U'], [267, 'Intel Core i7-10710U']]",16 GB,512GB SSD,"14""",MX250
701.59,Dell Latitude 3301,Intel Core i3-8145U,912,4 GB,128GB SSD,"13.3""",
1176.73,Dell Latitude 3400,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
1321.59,Dell Latitude 5300,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Táctil",
932.6,Dell Vostro 5391,Intel Core i5-10210U,513,8 GB,512GB SSD,"13.3""",
1049.0,Dell Vostro 5490,Intel Core i7-10510U,438,16 GB,512GB SSD,"14""",MX250
1806.59,Dell XPS 15 9575,Intel Core i5-8305G,474,8 GB,256GB SSD,"15.6"" Táctil",RX Vega 870
1759.0,Dell XPS 7390,Intel Core i7-10510U,438,16 GB,512GB SSD,"13.3"" Táctil",
984.44,Dynabook Portégé A30-E-14N,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3""",
1328.99,Dynabook Portégé A30-E-189,Intel Core i7-8550U,590,8 GB,256GB SSD,"13.3""",
1506.45,Dynabook Portégé X30-F-14V,Intel Core i5-8265U,548,8 GB,512GB SSD,"13.3""",
1456.35,Dynabook Tecra X50-F-14R,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",
1288.06,Dynabook Toshiba Portégé X20W-E-111,Intel Core i5-7200U,991,8 GB,512GB SSD,"12.5"" Táctil",
2386.56,Gigabyte Aero 15-XA-7ES5250P,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX 2070Q
2255.75,Gigabyte Aorus 15-X9-7ES0252W,Intel Core i7-8750H,274,16 GB,512GB SSD+2TB,"15.6""",RTX2070Q
2255.75,Gigabyte Aorus 15-XA-7ES5252W,Intel Core i7-9750H,229,16 GB,2TB+512GB SSD,"15.6""",RTX2070
538.42,HP 15-DA0163NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,"15.6""",
489.0,HP 15-DA0254NS,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6""",
455.0,HP 15-DW0050NS,Intel Core i3-8130U,904,8 GB,256GB SSD,"15.6""",
911.27,HP 240 G6,Intel Core i5-7200U,991,8 GB,512GB SSD,"14""",
799.0,HP 250 G7,Intel Core i7-8565U,508,8 GB,256GBSSD,"15.6""",
709.0,HP 340S G7,Intel Core i5-1035G1,396,8 GB,256GB SSD,"14""",
839.0,HP 340S G7,Intel Core i7-1065G7,312,8 GB,512GB SSD,"14""",
1720.59,HP Elite Dragonfly 8MK78EA,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Táctil",
2176.59,HP Elite Dragonfly 8MK79EA,Intel Core i5-8265U,548,16 GB,512GB SSD,"13.3"" Táctil",
2449.0,HP Elite Dragonfly 8MK81EA,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3"" Táctil",
1948.59,HP Elite Dragonfly 8MK82EA,Intel Core i5-8265U,548,16 GB,256GB SSD,"13.3"" Táctil",
1430.59,HP Elite x2 G4,Intel Core i5-8265U,548,8 Gb,256GB SSD,"12.3"" Táctil",
1494.59,HP EliteBook 840 G6,Intel Core i7-8565U,508,16 GB,512GB SSD,"14""",
1301.59,HP EliteBook 850 G6,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
1533.59,HP EliteBook 850 G6,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",
2726.59,HP EliteBook x360 1040 G6,Intel Core i5-8265U,548,16 GB,512GB SSD,"14"" Táctil",
2338.59,HP EliteBook x360 1040 G6,Intel Core i7-8565U,508,32 GB,1TB SSD,"14"" Táctil",
1539.0,HP EliteBook x360 830 G6,Intel Core i5-8265U,548,16 GB,512GB SSD,"13.3"" Táctil",
1399.0,HP EliteBook x360 830 G6,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Táctil",
826.65,HP Envy 13-AD007NS,Intel Core i5-7200U,991,4 GB,128GB SSD,"13.3""",
526.6,HP Notebook 15-da0166ns,Intel Core i3-7020U,1167,12 GB,256GB SSD,"15.6""",
450.94,HP Notebook 15-DA0197NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,15.6,
375.6,HP Notebook 15-DB0076NS,AMD A9-9425,1505,8 GB,1TB,"15.6"" Blanco",
407.72,HP Notebook 250 G6,Intel Core i3-6006U,1245,4 GB,128GB SSD,"15.6""",
1264.99,HP OMEN 15-CE015NS,Intel Core i7-7700HQ,479,12 GB,1TB,"15.6""",GTX 1050
3369.29,HP Omen X 2S 15-DG0002NS,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX 2070
889.0,HP ProBook 430 G6,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
1121.6,HP ProBook 430 G6,Intel Core i7-8565U,508,16 GB,512GB SSD,"13.3""",
879.0,HP ProBook 440 G6,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
1099.99,HP ProBook 440 G6,Intel Core i7-8565U,508,16 GB,512GB SSD,"14""",
899.99,HP ProBook 450 G6,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
1159.0,HP ProBook 450 G6,Intel Core i7-8565U,508,16 GB,512GB SSD,"15.6""",MX130
1341.99,HP Spectre 13-V101NS,Intel Core i7-7500U,937,8 GB,256GB SSD,"13.3""",
1471.79,HP Spectre x360 13-AP0000NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Táctil",
1472.88,HP Spectre x360 13-AP0003NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"13.3"" Táctil",
787.91,Lenovo Ideapad 330-15ICH,Intel Core i5-8300H,414,8 GB,1TB,"15.6""",GTX 1050
1158.99,Lenovo Ideapad 330-17ICH,Intel Core i7-8750H,274,8 GB,1TB,"17.3""",GTX1050
1256.99,Lenovo Legion Y530-15ICH,Intel Core i7-8750H,274,8 GB,256GB SSD,"15.6""",GTX 1050
1557.0,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+512 GB SSD,"15.6""",GTX 1660Ti
2132.11,Lenovo Legion Y730-17ICH,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"17.3""",GTX 1050 Ti
2708.99,Lenovo Legion Y920-17IKB,Intel Core i7-7700HQ,479,16 GB,1TB+256GB SSD,"17.3""",GTX 1070
2649.0,Lenovo Legion Y920-17IKB,Intel Core i7-7820HK,389,16 GB,1TB+256GB SSD,"17.3""",GTX 1070
938.99,Lenovo ThinkBook 13s,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
949.0,Lenovo ThinkPad L390,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
1089.0,Lenovo ThinkPad L490,Intel Core i5-8265U,548,8 GB,512GB SSD,"14""",
1109.0,Lenovo ThinkPad L490,Intel Core i7-8565U,508,8 GB,256GB SSD,"14""",
1416.99,Lenovo ThinkPad T490,Intel Core i5-8265U,548,8 GB,512GB SSD,"14"" Táctil",
1746.99,Lenovo ThinkPad T490,Intel Core i7-8565U,508,8 GB,512GB SSD,"14"" Táctil",
1967.0,Lenovo ThinkPad T490s,Intel Core i7-8565U,508,16 GB,512GB SSD,"14""",
1208.99,Lenovo ThinkPad T495,AMD Ryzen 5 PRO 3500U,417,8 GB,512GB SSD,"14""",
3516.19,Lenovo ThinkPad X1 Carbon,Intel Core i7-8550U,590,16 GB,1TB SSD,"14""",
1259.0,Lenovo ThinkPad X390,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
1219.0,Lenovo ThinkPad X395,AMD Ryzen 5 PRO 3500U,417,16 GB,512GB SSD,"13.3""",
459.0,Lenovo V15,Intel Core i3-1005G1,698,8 GB,256GB SSD,"15.6""",
489.0,Lenovo V15,Intel Core i3-1005G1,698,8 GB,512GB SSD,"15.6""",
639.0,Lenovo V15,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
809.0,Lenovo V330,Intel Core i5-8250U,572,8 GB,1TB,"14""",
299.0,Lenovo Yoga 330-11IGM,Intel Celeron N4000,1531,2 GB,32GB,"11.6"" Táctil Gris",
929.0,Lenovo Yoga 530,Intel Core i5-8250U,572,8 GB,256GB SSD,"14"" Táctil",
1212.71,Lenovo Yoga 730-13IWL,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Táctil",
1658.99,Lenovo Yoga 730-15IKB,Intel Core i7-8550U,590,8 GB,512GB SSD,"15.6"" Táctil",GTX 1050
1705.18,Lenovo Yoga 910-13IKB,Intel Core i7-7500U,937,8 GB,512SSD,"13.9"" Táctil",
949.0,Lenovo Yoga S730-13IWL,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
1309.0,Lenovo Yoga S730-13IWL,Intel Core i7-8565U,508,8 GB,512GB SSD,"13.3""",
999.0,LG Gram 13Z990-G,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
452.51,Medion Akoya E4271,Intel Celeron N4000,1531,4 GB,64GB,"14"" Táctil",
499.01,Medion Akoya S4401,Intel Core i3-7020U,1167,4 GB,128GB,"14"" Táctil",
764.17,Medion Akoya S4401,Intel Core i5-8250U,572,8 GB,128GB,"14"" Táctil",
632.95,Medion Akoya S4401,Intel Core i5-8250U,572,8 GB,256GB,"14"" Táctil",
1126.65,Medion Erazer P6689-MD61021,Intel Core i7-8550U,590,8 GB,1TB+128GB SSD,"15.6""",GTX1050
1980.52,Medion Erazer X7851-MD60706,Intel Core i7-7700HQ,479,16 GB,1TB+256GB SSD,"17.3""",GTX1060
4807.52,Microsoft Surface Book 2,Intel Core i7-8650U,510,16 GB,1TB,"15"" Táctil",GTX1060
549.0,Microsoft Surface Go,Intel 4415Y,"[[1477, 'Intel Pentium 4415Y']]",4 GB,"64GB 10"" + Funda Surface Go Type Cover + Ratón Surface Go DP",,
1496.59,Microsoft Surface Laptop 2,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.5"" Táctil",
1399.0,Microsoft Surface Laptop 2,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.5"" Táctil Platino",
1755.59,Microsoft Surface Laptop 3 Negro,Intel Core i7-1065G7,312,16 GB,256 GB SSD,"13.5"" Táctil",
2216.59,Microsoft Surface Laptop 3 Negro,Intel Core i7-1065G7,312,16 GB,512GB SSD,"13.5"" Táctil",
2171.59,Microsoft Surface Laptop 3 Platino,Intel Core i7-1065G7,312,16 GB,512GB SSD,"13.5"" Táctil",
1624.59,Microsoft Surface Pro 4G,Intel Core i5-7300U,906,8 GB,256GB,,
1844.83,Microsoft Surface Pro 6,Intel Core i5-8350U,514,8 GB,256GB SSD,"12.3"" Negra",
1579.59,Microsoft Surface Pro 7,Intel Core i5-1035G4,341,16 GB,256 GB Platino,,
1943.0,MSI Creator 15M A9SD-056ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",GTX 1660Ti
1546.6,MSI Creator 15M A9SD-057XES,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6""",GTX 1660Ti
2188.74,MSI Creator 15M A9SE-055ES,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",RTX 2060
1914.12,MSI GT63 Titan 8RG-060XES,Intel Core i7-8750H,274,16 GB,1TB + 256 GB,"15.6""",GTX 1080
2798.99,MSI P75 Creator 9SF-298ES,Intel Core i9-9880H,172,32 GB,1TB SSD,"17.3""",RTX 2070
2398.99,MSI WS63 8SK-008ES Vpro,Intel Core i7-8850H,259,32 GB,512GB SSD+1TB,"15.6""",P3200
2338.36,Portátil Gaming Gigabyte Aero 15X V8,Intel Core i7-8750,"[[274, 'Intel Core i7-8750H'], [1046, 'Intel Core i7-870']]",16 GB,512GB SSD,"15.6""",GTX1070
894.02,Portátil HP 14-BF000NS,Intel Core i5-7200U,991,8 GB,256GB SSD,"14""",GF 940MX
1610.99,Portátil Lenovo Yoga 920-13IKB,Intel i5-8250U,"[[572, 'Intel Core i5-8250U'], [514, 'Intel Core i5-8350U']]",8 GB,256GB SSD,"13.9"" Táctil",
373.58,Primux ioxbook Tour 1302F,Intel Celeron N3350,1663,4 GB,120GB SSD + 64GB eMMC,"13.3"" Táctil",
299.87,Talius Laptop 1401,Intel Celeron N3000,1957,4 GB,32GB,"14.1""",
1630.0,Toshiba Portégé X20W-D-10P,Intel Core i7-7500U,937,8 GB,256GB SSD,"12.5"" Táctil",
1276.34,Toshiba Satellite Pro A50-E-11D,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",
1467.01,Toshiba Satellite Pro A50-E-11E,Intel Core i7-8550,"[[590, 'Intel Core i7-8550U'], [230, 'Intel Core i7-9850H']]",16 GB,256GB SSD,"15.6""",
499.0,Vant miniMOOVE v2020,Intel Pentium N5000,"[[1995, 'Intel Pentium U5600'], [2116, 'Intel Pentium U5400']]",16 GB,960GB SSD,"11.6""",
384.99,Vant miniMOOVE v2020,Intel Pentium N5000,"[[1995, 'Intel Pentium U5600'], [2116, 'Intel Pentium U5400']]",8 GB,240GB SSD,"11.6""",
209.0,Acer Aspire 1 A114-31-C758,Intel Celeron N3350,1663,4 GB,64GB eMMC,"14""",
192.14,Acer Aspire 1 A114-31-C758,Intel Celeron N3350,1663,4 GB,64GB eMMC,"14"" Reacondicionado",
347.58,Acer Aspire 3 A315-33-C5,Intel Celeron N3060,1923,8 GB,128GB SSD,"15.6""",
245.0,Acer Aspire 3 A315-34-C244,Intel Celeron N4000,1531,4 GB,128GB SSD,"15.6""",
230.74,Acer Aspire 3 A315-34-C244,Intel Celeron N4000,1531,4 GB,128GB SSD,"15.6"" Reacondicionado",
289.0,Acer Aspire 3 A315-42-R25Q,AMD Ryzen 3 3200U,857,4 GB,128GB SSD,"15.6""",
319.0,Acer Aspire 3 A315-42-R65C,AMD Ryzen 3 3200U,857,4 GB,128GB SSD,"15.6""",
499.0,Acer Aspire 3 A315-42-R6LL,AMD Ryzen 5 3500U,454,8 GB,512GB SSD,"15.6""",
447.34,Acer Aspire 3 A315-42-R6LL,AMD Ryzen 5 3500U,454,8 GB,512GB SSD,"15.6"" Reacondicionado",
569.0,Acer Aspire 3 A315-53-85QN,Intel Core i7-8550U,590,8 GB,1TB,"15.6""",
495.74,Acer Aspire 3 A315-53-85QN,Intel Core i7-8550U,590,8 GB,1TB,"15.6"" Reacondicionado",
649.0,Acer Aspire 3 A315-53G-51GB,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",MX130
466.59,Acer Aspire 3 A315-53G-56AL,Intel Core i5-8250U,572,8 GB,1TB,"15.6""",MX130
619.0,Acer Aspire 3 A315-53G-888K,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",MX130
599.0,Acer Aspire 3 A315-54-50KK,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6""",
542.14,Acer Aspire 3 A315-54-50KK,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6"" Reacondicionado",
479.0,Acer Aspire 3 A315-54-50YF,Intel Core i5-10210U,513,8 GB,256GB SSD,"15.6""",
535.0,Acer Aspire 3 A315-54-52UL,Intel Core i5-10210U,513,8 GB,256GB SSD,"15.6""",
549.0,Acer Aspire 3 A315-54-581J,Intel Core i5-10210U,513,8 GB,256GB SSD,"15.6""",
379.01,Acer Aspire 3 A315-54K-30KV,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6""",
339.69,Acer Aspire 3 A315-54K-30KV,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6"" Reacondicionado",
7.8,Acer Aspire 3 A315-54K-30MY,Intel Core i3-6006U,1245,8 GB,256GB SSD,"15.6""",
439.0,Acer Aspire 3 A315-54K-31GF,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
269.0,Acer Aspire 3 A315-54K-323P,Intel Core i3-6006U,1245,4 GB,128GB SSD,"15.6""",
238.89,Acer Aspire 3 A315-54K-323P,Intel Core i3-6006U,1245,4 GB,128GB SSD,"15.6"" Reacondicionado",
329.0,Acer Aspire 3 A315-54K-323P,Intel Core i3-6006U,1245,8 GB,512GB SSD,"15.6""",
313.19,Acer Aspire 3 A315-54K-323P,Intel Core i3-6006U,1245,8 GB,512GB SSD,"15.6"" Reacondicionado",
439.0,Acer Aspire 3 A315-54K-3248,Intel Core i3-6006U,1245,8 GB,512GB SSD,"15.6""",
273.69,Acer Aspire 3 A315-54K-3391,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6"" Reacondicionado",
399.0,Acer Aspire 3 A315-54K-38XT,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
288.15,Acer Aspire 3 A315-54K-39XF,Intel Core i3-6006U,1245,8 GB,256GB SSD,"15.6"" (PT) Reacondicionado",
428.99,Acer Aspire 3 A315-54K-55AM,Intel Core i5-6200U,1058,8 GB,512GB SSD,"15.6""",
408.39,Acer Aspire 3 A315-54K-55AM,Intel Core i5-6200U,1058,8 GB,512GB SSD,"15.6"" Reacondicionado",
499.0,Acer Aspire 3 A315-54K-59NZ,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6""",
475.04,Acer Aspire 3 A315-54K-59NZ,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6"" Reacondicionado",
538.99,Acer Aspire 3 A315-55G-541P,Intel Core i5-10210U,513,8 GB,256GB,"15.6""",MX230
468.29,Acer Aspire 3 A315-55G-541P,Intel Core i5-10210U,513,8 GB,256GB,"15.6"" Reacondicionado",MX230
649.0,Acer Aspire 3 A317-51-58MC,Intel Core i5-10210U,513,8 GB,512GB SSD,"17.3""",
409.0,Acer Aspire 5 A514-52-326R,Intel Core i3-8145U,912,8 GB,256GB SSD,"14""",
379.05,Acer Aspire 5 A514-52-326R,Intel Core i3-8145U,912,8 GB,256GB SSD,"14"" Reacondicionado",
499.0,Acer Aspire 5 A514-52-32SE,Intel Core i3-10110U,828,8 GB,512GB SSD,"14""",
421.14,Acer Aspire 5 A514-52-32SE,Intel Core i3-10110U,828,8 GB,512GB SSD,"14"" Reacondicionado",
518.99,Acer Aspire 5 A514-52-51TH,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
439.34,Acer Aspire 5 A514-52-51TH,Intel Core i5-8265U,548,8 GB,256GB SSD,"14"" Reacondicionado",
649.0,Acer Aspire 5 A514-52-570U,Intel Core i5-10210U,513,8 GB,512GB SSD,"14""",
495.39,Acer Aspire 5 A514-52-59K8,Intel Core i5-10210U,513,8 GB,256GB SSD,"14"" Reacondicionado",
691.29,Acer Aspire 5 A514-52-713B,Intel Core i7-10510U,438,8 GB,512GB SSD,"14"" Reacondicionado",
464.69,Acer Aspire 5 A515-43-R4HV,AMD Ryzen 5 3500U,454,8 GB,512GB SSD,"15.6"" Reacondicionado",
483.79,Acer Aspire 5 A515-51-55XE,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6"" Reacondicionado",
802.59,Acer Aspire 5 A515-52G-73ML,Intel Core i7-8565U,508,8 GB,1TB+128GB SSD,"15.6""",MX130
399.0,Acer Aspire 5 A515-54-37SH,Intel Core i3-8145U,912,4 GB,128GB SSD,"15.6""",
699.0,Acer Aspire 5 A515-54-71QE,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6""",
599.0,Acer Aspire 5 A515-54-735N,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6""",
679.0,Acer Aspire 5 A515-54-73GE,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6""",
649.0,Acer Aspire 5 A515-54-74MM,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6""",
575.0,Acer Aspire 5 A515-54-77S0,Intel Core i7-10510U,438,8 GB,256GB SSD,"15.6""",
517.84,Acer Aspire 5 A515-54-77S0,Intel Core i7-10510U,438,8 GB,256GB SSD,"15.6"" Reacondicionado",
669.0,Acer Aspire 5 A515-54G,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6""",MX250
603.84,Acer Aspire 5 A515-54G,Intel Core i7-10510U,438,8 GB,512GB SSD,"15.6"" Reacondicionado",MX250
685.15,Acer Aspire 5 A515-54G-716G,Intel Core 7-10510U,"[[438, 'Intel Core i7-10510U'], [267, 'Intel Core i7-10710U']]",8 GB,512GB SSD,15.6'' (PT),MX350
671.59,Acer Aspire 5 A515-54G-77UY,Intel i7-10510,"[[438, 'Intel Core i7-10510U'], [126, 'Intel Core i7-10750H']]",8 GB,512SSD,15.6 (PT) Reacondicionado,MX250 2GB
799.0,Acer Aspire 7 A715-72G-51XK,Intel Core i5-8300H,414,8 GB,128GB SSD+1TB,"15.6""",GTX1050
898.99,Acer Aspire 7 A715-72G-70TU,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6""",GTX1050
186.44,Acer Aspire A114-31-C3MM,Intel Celeron N3350,1663,4 GB,32GB,"14"" Reacondicionado",
399.0,Acer Aspire A315-51-38LS,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6""",
799.0,Acer Aspire Swift 3 SF315-41-R2VE,AMD Ryzen 7 2700U,550,8 GB,256GB SSD,"15.6""",
564.76,Acer Extensa 15 EX215-51,Intel Core i5-10210U,513,8 GB,256GB SSD,"15.6""",
592.08,Acer Extensa 15 EX215-51,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6""",
497.6,Acer Extensa 15 EX215-51-30MP,Intel Core i3-8145U,912,8 GB,256GB SSD,"15.6""",
578.6,Acer Extensa 15 EX215-51-55RQ,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",
611.59,Acer Extensa 15 EX215-51G-53X2,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",MX230
654.82,Acer Extensa 15 EX215-51G-58WB,Intel Core i5-10210U,513,8 GB,512GB SSD,"15.6""",MX230
449.59,Acer Extensa 15 EX2540-53W6,Intel Core i5-7200U,991,8 GB,1TB,"15.6""",
699.0,Acer Nitro 5 AN515-43-R6EE,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6""",RX 560X
689.69,Acer Nitro 5 AN515-52-53ED,Intel Core i5-8300H,414,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",GTX1050
999.0,Acer Nitro 5 AN515-52-75DQ,Intel Core i7-8750H,274,8 GB,1TB+16GB Intel Optane,"15.6""",GTX1050
898.99,Acer Nitro 5 AN515-52-76N6,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6""",GF GTX1050
799.0,Acer Nitro 5 AN515-54,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6""",RX 560X
799.0,Acer Nitro 5 AN515-54,Intel Core i5-9300H,376,8 GB,256GB SSD,"15.6""",GTX 1050
799.0,Acer Nitro 5 AN515-54,Intel Core i7-9750H,229,8 GB,256GB SSD,"15.6""",GTX 1050
668.54,Acer Nitro 5 AN515-54-52G3,Intel Core i5-9300H,376,8 GB,256GB SSD,"15.6"" Reacondicionado",GTX 1050
898.99,Acer Nitro 5 AN515-54-55XP,Intel Core i5-9300H,376,8 GB,1TB+128GB,"15.6""",GTX1050
805.59,Acer Nitro 5 AN515-54-55XP,Intel Core i5-9300H,376,8 GB,1TB+128GB,"15.6"" Reacondicionado",GTX1050
999.0,Acer Nitro 5 AN515-55-7075,Intel Core i7-10750H,126,16 GB,512GB SSD,"15.6""",GTX 1650
799.0,Acer Nitro 5 AN517-51-50Z4,Intel Core i5-9300H,376,8 GB,512GB SSD,"17.3""",GTX1050
730.49,Acer Nitro 5 AN517-51-50Z4,Intel Core i5-9300H,376,8 GB,512GB SSD,"17.3"" Reacondicionado",GTX1050
898.99,Acer Nitro 5 AN517-51-75ET,Intel Core i7-9750H,229,8 GB,512GB SSD,"17.3""",GTX1650
821.89,Acer Nitro 5 AN517-51-75ET,Intel Core i7-9750H,229,8 GB,512GB SSD,"17.3"" Reacondicionado",GTX1650
999.0,Acer Nitro 5 AN517-51-7719,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",GTX 1650
278.46,Acer One 10 S1003-169J,Intel Atom x5-Z8300,1858,4 GB,128GB eMMC,"10.1"" Táctil Reacondicionado",
1199.0,Acer Predator Helios 300 PH315-51-76Q2,Intel Core i7-8750H,274,16 GB,2TB+16GB Intel Optane,"15.6""",GTX1050Ti
959.24,Acer Predator Helios 300 PH315-51-76Q2,Intel Core i7-8750H,274,16 GB,2TB+16GB Intel Optane,"15.6"" Reacondicionado",GTX1050Ti
2999.0,Acer Predator Helios 700 PH717-71-9882,Intel Core i9-9980HK,130,16 GB,1TB SSD,"17.3""",RTX2070
3498.99,Acer Predator Helios 700 PH717-71-9882,Intel Core i9-9980HK,130,16 GB,1TB SSD,"17.3""",RTX2080
1799.0,Acer Predator Triton 500 PT515-51-74GC,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX2060
3999.0,Acer Predator Triton 900 PT917-71-76UN,Intel Core i7-9750H,229,16 GB,512GB SSD,"17"" Táctil",RTX2080
